# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04974e-05 to 8.44321 h/Mpc,
# number of wavenumbers equal to 611
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.429346941519e-01       1.856975434773e-02      -1.581661585644e+04      -1.588212146721e+04       1.893679648525e-02      -5.931272958122e+02      -1.579973895340e+04       4.077145824856e-02       4.077145824805e-02 
       1.461641261778e-01       1.794710563601e-02      -1.597998919862e+04      -1.605122514426e+04       1.830182471139e-02      -5.766905420287e+02      -1.596707723781e+04       3.940265473036e-02       3.940265472988e-02 
       1.493935717096e-01       1.733292621591e-02      -1.611716953434e+04      -1.619483165882e+04       1.767549093699e-02      -5.601683663233e+02      -1.610892924670e+04       3.805261423970e-02       3.805261423925e-02 
       1.526230277113e-01       1.673928896217e-02      -1.623973076542e+04      -1.632397044609e+04       1.707010574218e-02      -5.439828273811e+02      -1.623635948541e+04       3.674770097025e-02       3.674770096983e-02 
       1.558524922040e-01       1.617693800267e-02      -1.636019244849e+04      -1.645061260316e+04       1.649662893065e-02      -5.284881870631e+02      -1.636137000933e+04       3.551189171888e-02       3.551189171849e-02 
       1.590819638607e-01       1.565478786968e-02      -1.649077320228e+04      -1.658647638705e+04       1.596414963509e-02      -5.139974540299e+02      -1.649570352076e+04       3.436454505591e-02       3.436454505555e-02 
       1.623114417597e-01       1.517868963642e-02      -1.664198172013e+04      -1.674167319344e+04       1.547863384192e-02      -5.007641735876e+02      -1.664948704855e+04       3.331840709752e-02       3.331840709719e-02 
       1.655409252339e-01       1.475108875584e-02      -1.682165074335e+04      -1.692377842809e+04       1.504257618734e-02      -4.889284093665e+02      -1.683030118500e+04       3.237895097990e-02       3.237895097958e-02 
       1.687704137789e-01       1.437112296363e-02      -1.703413198563e+04      -1.713705020677e+04       1.465509675993e-02      -4.784602961349e+02      -1.704239849610e+04       3.154421528161e-02       3.154421528131e-02 
       1.719999069959e-01       1.403486570275e-02      -1.727996039059e+04      -1.738209725695e+04       1.431219113455e-02      -4.692462614309e+02      -1.728637280135e+04       3.080555890376e-02       3.080555890348e-02 
       1.752294045570e-01       1.373592439641e-02      -1.755589841433e+04      -1.765591110021e+04       1.400734030755e-02      -4.611224257786e+02      -1.755919324527e+04       3.014895263689e-02       3.014895263662e-02 
       1.784589061834e-01       1.346631466007e-02      -1.785544953774e+04      -1.795235143359e+04       1.373240147061e-02      -4.538636447807e+02      -1.785469174248e+04       2.955680893289e-02       2.955680893263e-02 
       1.816884116315e-01       1.321728978146e-02      -1.816962345622e+04      -1.826287193691e+04       1.347845437115e-02      -4.471697407962e+02      -1.816429146324e+04       2.900986088884e-02       2.900986088860e-02 
       1.849179206843e-01       1.298110612875e-02      -1.848934824565e+04      -1.857887344805e+04       1.323760283661e-02      -4.407690932632e+02      -1.847935861275e+04       2.849118621117e-02       2.849118621094e-02 
       1.881474331454e-01       1.274992877281e-02      -1.880373650071e+04      -1.888993842656e+04       1.300185478044e-02      -4.344203812052e+02      -1.878945016804e+04       2.798331209992e-02       2.798331209971e-02 
       1.913769488351e-01       1.251597056101e-02      -1.910099547167e+04      -1.918469702335e+04       1.276327319884e-02      -4.278959437091e+02      -1.908318268498e+04       2.746965437064e-02       2.746965437043e-02 
       1.946064675881e-01       1.227486327314e-02      -1.937244076485e+04      -1.945477833288e+04       1.251739810654e-02      -4.210242327916e+02      -1.935217489787e+04       2.693995590716e-02       2.693995590696e-02 
       1.978359892510e-01       1.202383881995e-02      -1.961207649180e+04      -1.969437800542e+04       1.226141182550e-02      -4.137021858074e+02      -1.959061938282e+04       2.638877366447e-02       2.638877366428e-02 
       2.010655136812e-01       1.176287269434e-02      -1.981721170869e+04      -1.990085320954e+04       1.199528525683e-02      -4.059274194989e+02      -1.979587822001e+04       2.581554136273e-02       2.581554136255e-02 
       2.042950407457e-01       1.149359330968e-02      -1.998871367441e+04      -2.007498198393e+04       1.172068165852e-02      -3.977880177844e+02      -1.996874012604e+04       2.522415666479e-02       2.522415666462e-02 
       2.075245703202e-01       1.121931562560e-02      -2.013054899149e+04      -2.022051824501e+04       1.144098039110e-02      -3.893961376521e+02      -2.011297509309e+04       2.462174944052e-02       2.462174944036e-02 
       2.107541022880e-01       1.094419738976e-02      -2.024921822499e+04      -2.034365343192e+04       1.116042213413e-02      -3.808740812606e+02      -2.023479428149e+04       2.401753088620e-02       2.401753088605e-02 
       2.139836365398e-01       1.067276271596e-02      -2.035284160858e+04      -2.045213400323e+04       1.088362049796e-02      -3.723835464506e+02      -2.034196683185e+04       2.342143240057e-02       2.342143240043e-02 
       2.172131729729e-01       1.040937811510e-02      -2.045020892595e+04      -2.055435432978e+04       1.061502757790e-02      -3.641068791213e+02      -2.044291022119e+04       2.284294213699e-02       2.284294213686e-02 
       2.204427114907e-01       1.015765038967e-02      -2.054982504344e+04      -2.065844381556e+04       1.035832278040e-02      -3.561820306744e+02      -2.054577489039e+04       2.229013374239e-02       2.229013374226e-02 
       2.236722520021e-01       9.920530649622e-03      -2.065951450429e+04      -2.077189951012e+04       1.011651521203e-02      -3.486959548744e+02      -2.065807417662e+04       2.176943958010e-02       2.176943957998e-02 
       2.269017944215e-01       9.699847706078e-03      -2.078557138552e+04      -2.090077422146e+04       9.891470997617e-03      -3.417010766820e+02      -2.078587034150e+04       2.128501644332e-02       2.128501644320e-02 
       2.301313386679e-01       9.496604006368e-03      -2.093239362780e+04      -2.104932578290e+04       9.684209350698e-03      -3.352783521890e+02      -2.093342343510e+04       2.083868777253e-02       2.083868777242e-02 
       2.333608846649e-01       9.310490810582e-03      -2.110230760390e+04      -2.121984988303e+04       9.494417916140e-03      -3.294257613336e+02      -2.110302312461e+04       2.043008560831e-02       2.043008560820e-02 
       2.365904323404e-01       9.140290366886e-03      -2.129514663882e+04      -2.141225739762e+04       9.320854912033e-03      -3.240847154714e+02      -2.129456831985e+04       2.005654495361e-02       2.005654495351e-02 
       2.398199816261e-01       8.984036737846e-03      -2.150835169879e+04      -2.162416207838e+04       9.161513437779e-03      -3.191739928451e+02      -2.150565663288e+04       1.971349436197e-02       1.971349436187e-02 
       2.430495324574e-01       8.838859785856e-03      -2.173725411199e+04      -2.185114153475e+04       9.013469161109e-03      -3.146246680346e+02      -2.173184768524e+04       1.939495198034e-02       1.939495198025e-02 
       2.462790847730e-01       8.701821579934e-03      -2.197556918019e+04      -2.208720404735e+04       8.873723322829e-03      -3.103421340478e+02      -2.196713174388e+04       1.909413235590e-02       1.909413235581e-02 
       2.495086385151e-01       8.569749742634e-03      -2.221623419544e+04      -2.232559518452e+04       8.739042279400e-03      -3.062061091079e+02      -2.220473744873e+04       1.880425385296e-02       1.880425385288e-02 
       2.527381936285e-01       8.439890038424e-03      -2.245216745521e+04      -2.255952705621e+04       8.606616461536e-03      -3.020940071450e+02      -2.243786239000e+04       1.851916331242e-02       1.851916331234e-02 
       2.559677500610e-01       8.309915897464e-03      -2.267701675235e+04      -2.278290034795e+04       8.474074158368e-03      -2.979450221371e+02      -2.266039616396e+04       1.823386066129e-02       1.823386066121e-02 
       2.591973077630e-01       8.178202055826e-03      -2.288574592280e+04      -2.299086652387e+04       8.339758287249e-03      -2.937196234395e+02      -2.286748355441e+04       1.794481718669e-02       1.794481718661e-02 
       2.624268666873e-01       8.043923644946e-03      -2.307491608176e+04      -2.318009771602e+04       8.202826021904e-03      -2.893800268673e+02      -2.305579483819e+04       1.765001765095e-02       1.765001765088e-02 
       2.656564267891e-01       7.906785509439e-03      -2.324289106023e+04      -2.334898260918e+04       8.062977357570e-03      -2.848924670186e+02      -2.322372225111e+04       1.734893461572e-02       1.734893461565e-02 
       2.688859880258e-01       7.767152567565e-03      -2.338991157883e+04      -2.349770464476e+04       7.920584795433e-03      -2.802817256253e+02      -2.337145743644e+04       1.704241310694e-02       1.704241310687e-02 
       2.721155503566e-01       7.625899840591e-03      -2.351794898162e+04      -2.362810386100e+04       7.776540976929e-03      -2.755973462267e+02      -2.350085251779e+04       1.673241126359e-02       1.673241126352e-02 
       2.753451137429e-01       7.484405945888e-03      -2.363054575124e+04      -2.374353834864e+04       7.632250293340e-03      -2.708856230759e+02      -2.361527880843e+04       1.642176996777e-02       1.642176996771e-02 
       2.785746781477e-01       7.344159465140e-03      -2.373250499089e+04      -2.384858898572e+04       7.489231967979e-03      -2.661855639213e+02      -2.371933053370e+04       1.611390455793e-02       1.611390455787e-02 
       2.818042435358e-01       7.206838760836e-03      -2.382939615252e+04      -2.394859117541e+04       7.349196916533e-03      -2.615533760148e+02      -2.381835481642e+04       1.581241987793e-02       1.581241987787e-02 
       2.850338098737e-01       7.073911199923e-03      -2.392685674592e+04      -2.404896305489e+04       7.213642389456e-03      -2.570721141321e+02      -2.391777894900e+04       1.552064361305e-02       1.552064361299e-02 
       2.882633771291e-01       6.946660489954e-03      -2.403012597526e+04      -2.415474997102e+04       7.083877201750e-03      -2.527869970351e+02      -2.402265503107e+04       1.524135920977e-02       1.524135920972e-02 
       2.914929452714e-01       6.825960812609e-03      -2.414325849201e+04      -2.426986430121e+04       6.960792013060e-03      -2.487122403449e+02      -2.413689932486e+04       1.497638570787e-02       1.497638570782e-02 
       2.947225142714e-01       6.712134426274e-03      -2.426892336204e+04      -2.439688958127e+04       6.844716479088e-03      -2.448559720141e+02      -2.426309660937e+04       1.472655740856e-02       1.472655740851e-02 
       2.979520841010e-01       6.605065888872e-03      -2.440810515357e+04      -2.453679112834e+04       6.735533138250e-03      -2.412384822293e+02      -2.440221075656e+04       1.449165388047e-02       1.449165388042e-02 
       3.011816547333e-01       6.504433081208e-03      -2.456058067805e+04      -2.468937697837e+04       6.632911965260e-03      -2.378494974825e+02      -2.455404577875e+04       1.427077849378e-02       1.427077849374e-02 
       3.044112261426e-01       6.409413836835e-03      -2.472450481111e+04      -2.485290124975e+04       6.536015158679e-03      -2.346529093126e+02      -2.471684833832e+04       1.406220413044e-02       1.406220413039e-02 
       3.076407983045e-01       6.319062361188e-03      -2.489731008471e+04      -2.502492796464e+04       6.443878939076e-03      -2.315913821189e+02      -2.488817311459e+04       1.386394393859e-02       1.386394393855e-02 
       3.108703711952e-01       6.232402939657e-03      -2.507571363415e+04      -2.520233456276e+04       6.355507711617e-03      -2.286547301370e+02      -2.506488714253e+04       1.367378427073e-02       1.367378427069e-02 
       3.140999447922e-01       6.148375259276e-03      -2.525598526951e+04      -2.538156118478e+04       6.269820585240e-03      -2.258204123448e+02      -2.524342059459e+04       1.348944609547e-02       1.348944609543e-02 
       3.173295190739e-01       6.066061190179e-03      -2.543428179073e+04      -2.555892808287e+04       6.185880051265e-03      -2.230331581417e+02      -2.542008524880e+04       1.330876293878e-02       1.330876293874e-02 
       3.205590940194e-01       5.984560040983e-03      -2.560704732959e+04      -2.573101850166e+04       6.102768526443e-03      -2.202539932946e+02      -2.559145851519e+04       1.312987125512e-02       1.312987125508e-02 
       3.237886696087e-01       5.903186779388e-03      -2.577116401401e+04      -2.589482517083e+04       6.019787361271e-03      -2.174561352152e+02      -2.575452987254e+04       1.295125831299e-02       1.295125831296e-02 
       3.270182458228e-01       5.821492252217e-03      -2.592449589741e+04      -2.604827807164e+04       5.936478956575e-03      -2.146674283670e+02      -2.590722886588e+04       1.277199165258e-02       1.277199165255e-02 
       3.302478226431e-01       5.739308509058e-03      -2.606595197324e+04      -2.619030857162e+04       5.852671990914e-03      -2.118439052007e+02      -2.604848820066e+04       1.259169600979e-02       1.259169600975e-02 
       3.334774000520e-01       5.656778852440e-03      -2.619562934883e+04      -2.632099229609e+04       5.768511658897e-03      -2.089831308596e+02      -2.617838649381e+04       1.241056903979e-02       1.241056903976e-02 
       3.367069780324e-01       5.574191060969e-03      -2.631468220563e+04      -2.644142286916e+04       5.684291644380e-03      -2.061010802907e+02      -2.629802175883e+04       1.222926848589e-02       1.222926848586e-02 
       3.399365565681e-01       5.491960117846e-03      -2.642508560113e+04      -2.655348385265e+04       5.600435616788e-03      -2.032429519883e+02      -2.640928319455e+04       1.204876420219e-02       1.204876420216e-02 
       3.431661356432e-01       5.410521661432e-03      -2.652930237557e+04      -2.665952705897e+04       5.517389053883e-03      -2.004093404100e+02      -2.651452890056e+04       1.187016347148e-02       1.187016347145e-02 
       3.463957152426e-01       5.330509598559e-03      -2.662996791438e+04      -2.676206772827e+04       5.435796014059e-03      -1.976105431731e+02      -2.661628110332e+04       1.169456265546e-02       1.169456265543e-02 
       3.496252953517e-01       5.252370633991e-03      -2.672974501735e+04      -2.686365159609e+04       5.356112410311e-03      -1.948560294579e+02      -2.671709189569e+04       1.152298840313e-02       1.152298840310e-02 
       3.528548759564e-01       5.176396570781e-03      -2.683118518787e+04      -2.696672589022e+04       5.278637969109e-03      -1.921935084940e+02      -2.681941349763e+04       1.135634722878e-02       1.135634722876e-02 
       3.560844570432e-01       5.103010678845e-03      -2.693641214792e+04      -2.707333366984e+04       5.203802220069e-03      -1.896269298160e+02      -2.692529197686e+04       1.119530732108e-02       1.119530732106e-02 
       3.593140385990e-01       5.032392516616e-03      -2.704711329936e+04      -2.718511027495e+04       5.131788707360e-03      -1.871476747256e+02      -2.703636307421e+04       1.104031669845e-02       1.104031669842e-02 
       3.625436206113e-01       4.964579895905e-03      -2.716433560810e+04      -2.730308030377e+04       5.062636654681e-03      -1.847502593185e+02      -2.715365003598e+04       1.089154058327e-02       1.089154058325e-02 
       3.657732030678e-01       4.899578294646e-03      -2.728830398384e+04      -2.742747952189e+04       4.996350227116e-03      -1.824554662856e+02      -2.727738591297e+04       1.074881553835e-02       1.074881553833e-02 
       3.690027859570e-01       4.837118173828e-03      -2.741846955119e+04      -2.755779650284e+04       4.932655721919e-03      -1.802722079486e+02      -2.740705587170e+04       1.061169423523e-02       1.061169423521e-02 
       3.722323692674e-01       4.776807803082e-03      -2.755358706348e+04      -2.769284600263e+04       4.871155128397e-03      -1.781555384600e+02      -2.754147066781e+04       1.047949818111e-02       1.047949818109e-02 
       3.754619529881e-01       4.718416578498e-03      -2.769178311234e+04      -2.783083105014e+04       4.811610374868e-03      -1.760829798216e+02      -2.767882974097e+04       1.035136177543e-02       1.035136177541e-02 
       3.786915371087e-01       4.661493071947e-03      -2.783105035425e+04      -2.796982746572e+04       4.753562181271e-03      -1.740674057516e+02      -2.781720502713e+04       1.022642704960e-02       1.022642704958e-02 
       3.819211216189e-01       4.605668729595e-03      -2.796942199518e+04      -2.810795033287e+04       4.696634863216e-03      -1.721062641892e+02      -2.795470767288e+04       1.010390451923e-02       1.010390451921e-02 
       3.851507065089e-01       4.550577179387e-03      -2.810521197869e+04      -2.824358801608e+04       4.640456112335e-03      -1.701657001991e+02      -2.808972184535e+04       9.983151768751e-03       9.983151768731e-03 
       3.883802917692e-01       4.496160596528e-03      -2.823703347577e+04      -2.837541290371e+04       4.584963925149e-03      -1.682255533734e+02      -2.822091683613e+04       9.863666595083e-03       9.863666595064e-03 
       3.916098773905e-01       4.442143598490e-03      -2.836397687740e+04      -2.850255598235e+04       4.529879834027e-03      -1.662942238804e+02      -2.834742141431e+04       9.745136304146e-03       9.745136304127e-03 
       3.948394633640e-01       4.388428800154e-03      -2.848546031285e+04      -2.862445544086e+04       4.475104730834e-03      -1.643952379435e+02      -2.846867338277e+04       9.627372069183e-03       9.627372069164e-03 
       3.980690496811e-01       4.335175097813e-03      -2.860124901250e+04      -2.874087310304e+04       4.420797275911e-03      -1.625040465772e+02      -2.858443611003e+04       9.510304833966e-03       9.510304833948e-03 
       4.012986363334e-01       4.282147984451e-03      -2.871165089219e+04      -2.885209554319e+04       4.366723352774e-03      -1.605986912130e+02      -2.869499805976e+04       9.394041278335e-03       9.394041278318e-03 
       4.045282233129e-01       4.229619690168e-03      -2.881720768779e+04      -2.895862669034e+04       4.313157117886e-03      -1.587003885196e+02      -2.880086679354e+04       9.278751349302e-03       9.278751349285e-03 
       4.077578106118e-01       4.177672075664e-03      -2.891891821393e+04      -2.906141622430e+04       4.260183024181e-03      -1.568509556018e+02      -2.890299538766e+04       9.164734929666e-03       9.164734929650e-03 
       4.109873982224e-01       4.126466749083e-03      -2.901805099317e+04      -2.916167724193e+04       4.207965939056e-03      -1.550314474750e+02      -2.900259980789e+04       9.052354456350e-03       9.052354456334e-03 
       4.142169861376e-01       4.076131833075e-03      -2.911597409785e+04      -2.926072235564e+04       4.156637232408e-03      -1.532084039319e+02      -2.910099500769e+04       8.941979334796e-03       8.941979334780e-03 
       4.174465743502e-01       4.026823351482e-03      -2.921394331664e+04      -2.935975601573e+04       4.106355773936e-03      -1.514226267070e+02      -2.919938797417e+04       8.833922356615e-03       8.833922356600e-03 
       4.206761628533e-01       3.978779599801e-03      -2.931290001399e+04      -2.945967701216e+04       4.057361968307e-03      -1.496925362773e+02      -2.929868000350e+04       8.728384689533e-03       8.728384689518e-03 
       4.239057516403e-01       3.931908342595e-03      -2.941363071108e+04      -2.956124149611e+04       4.009564567592e-03      -1.480173329465e+02      -2.939962843095e+04       8.625511435851e-03       8.625511435837e-03 
       4.271353407046e-01       3.886221383576e-03      -2.951647944261e+04      -2.966477648661e+04       3.962975484924e-03      -1.463698750159e+02      -2.950256127508e+04       8.525313166658e-03       8.525313166644e-03 
       4.303649300401e-01       3.841709455542e-03      -2.962160611426e+04      -2.977043880608e+04       3.917585105542e-03      -1.447511771288e+02      -2.960763510644e+04       8.427749217933e-03       8.427749217920e-03 
       4.335945196406e-01       3.798492286459e-03      -2.972887121275e+04      -2.987810013393e+04       3.873512426563e-03      -1.431809319587e+02      -2.971472054651e+04       8.332699372028e-03       8.332699372015e-03 
       4.368241095003e-01       3.756255848819e-03      -2.983821867098e+04      -2.998772615958e+04       3.830442061549e-03      -1.416748378286e+02      -2.982378011474e+04       8.240074158205e-03       8.240074158192e-03 
       4.400536996134e-01       3.714979809361e-03      -2.994929883986e+04      -3.009899736309e+04       3.788352312246e-03      -1.401832855749e+02      -2.993449086415e+04       8.149709995857e-03       8.149709995844e-03 
       4.432832899744e-01       3.674828141189e-03      -3.006142463753e+04      -3.021126260956e+04       3.747405506427e-03      -1.387123857089e+02      -3.004619913301e+04       8.061362529100e-03       8.061362529087e-03 
       4.465128805778e-01       3.635331879149e-03      -3.017403804713e+04      -3.032400062010e+04       3.707130133195e-03      -1.372777980450e+02      -3.015838042300e+04       7.974834225615e-03       7.974834225603e-03 
       4.497424714184e-01       3.596537450459e-03      -3.028621714777e+04      -3.043632474831e+04       3.667570431250e-03      -1.358934123220e+02      -3.027014680962e+04       7.889842886021e-03       7.889842886010e-03 
       4.529720624912e-01       3.558403517525e-03      -3.039702333346e+04      -3.054732756666e+04       3.628682775899e-03      -1.345114006092e+02      -3.038059005048e+04       7.806116019434e-03       7.806116019423e-03 
       4.562016537912e-01       3.520797849268e-03      -3.050576420260e+04      -3.065633924017e+04       3.590333070004e-03      -1.331259610111e+02      -3.048903991065e+04       7.723455880218e-03       7.723455880207e-03 
       4.594312453135e-01       3.483488906880e-03      -3.061199696369e+04      -3.076293249102e+04       3.552288281480e-03      -1.317631854411e+02      -3.059506881503e+04       7.641735663517e-03       7.641735663506e-03 
       4.626608370535e-01       3.446691769247e-03      -3.071541218693e+04      -3.086680204637e+04       3.514763196446e-03      -1.304345824815e+02      -3.069837232958e+04       7.560865326349e-03       7.560865326338e-03 
       4.658904290067e-01       3.410212091404e-03      -3.081609637882e+04      -3.096803206485e+04       3.477563148126e-03      -1.291161798681e+02      -3.079903447690e+04       7.480853613089e-03       7.480853613079e-03 
       4.691200211686e-01       3.374168392621e-03      -3.091416223300e+04      -3.106672309902e+04       3.440806993497e-03      -1.277861025932e+02      -3.089715713681e+04       7.401712582688e-03       7.401712582678e-03 
       4.723496135350e-01       3.338469896765e-03      -3.100995466710e+04      -3.116320201649e+04       3.404404294536e-03      -1.264702474780e+02      -3.099306857518e+04       7.323506648961e-03       7.323506648951e-03 
       4.755792061016e-01       3.303292828225e-03      -3.110373537700e+04      -3.125770799783e+04       3.368531958147e-03      -1.251948804584e+02      -3.108701048349e+04       7.246276076170e-03       7.246276076161e-03 
       4.788087988645e-01       3.268581063429e-03      -3.119594520531e+04      -3.135065734256e+04       3.333134380044e-03      -1.239388365386e+02      -3.117940094391e+04       7.170099015985e-03       7.170099015976e-03 
       4.820383918195e-01       3.234387236226e-03      -3.128711273570e+04      -3.144255485897e+04       3.298265056116e-03      -1.226690918530e+02      -3.127074595770e+04       7.095068867978e-03       7.095068867969e-03 
       4.852679849630e-01       3.200674634486e-03      -3.137788120944e+04      -3.153402154962e+04       3.263888120736e-03      -1.214240167683e+02      -3.136166725116e+04       7.021299424206e-03       7.021299424197e-03 
       4.884975782911e-01       3.167737372787e-03      -3.146873456267e+04      -3.162552445647e+04       3.230298874176e-03      -1.202244412087e+02      -3.145263240121e+04       6.948863820177e-03       6.948863820169e-03 
       4.917271718002e-01       3.135370583272e-03      -3.156037146430e+04      -3.171775032058e+04       3.197292973639e-03      -1.190562930586e+02      -3.154432671738e+04       6.877878182772e-03       6.877878182763e-03 
       4.949567654868e-01       3.103706644420e-03      -3.165308394366e+04      -3.181098520717e+04       3.165003253878e-03      -1.178745028301e+02      -3.163703564955e+04       6.808365864587e-03       6.808365864579e-03 
       4.981863593473e-01       3.072652180294e-03      -3.174704549043e+04      -3.190540303002e+04       3.133336130522e-03      -1.167247614951e+02      -3.173093242986e+04       6.740324442384e-03       6.740324442376e-03 
       5.014159533784e-01       3.042314660434e-03      -3.184202957081e+04      -3.200078317361e+04       3.102398598219e-03      -1.156186253962e+02      -3.182579660782e+04       6.673668331152e-03       6.673668331144e-03 
       5.046455475769e-01       3.012506599717e-03      -3.193781646546e+04      -3.209691669981e+04       3.072002148171e-03      -1.145346594902e+02      -3.192141844804e+04       6.608317808934e-03       6.608317808927e-03 
       5.078751419394e-01       2.983258674224e-03      -3.203396918603e+04      -3.219338049405e+04       3.042176547845e-03      -1.134503945073e+02      -3.201737455908e+04       6.544152854314e-03       6.544152854306e-03 
       5.111047364630e-01       2.954514746991e-03      -3.213013519425e+04      -3.228983798031e+04       3.012864760191e-03      -1.123719030899e+02      -3.211332748120e+04       6.481076210974e-03       6.481076210966e-03 
       5.143343311445e-01       2.926204154647e-03      -3.222600559590e+04      -3.238599635703e+04       2.983995297702e-03      -1.113403322554e+02      -3.220898345893e+04       6.419003641754e-03       6.419003641747e-03 
       5.175639259810e-01       2.898337887088e-03      -3.232126367426e+04      -3.248155380162e+04       2.955578506592e-03      -1.103407436448e+02      -3.230403969571e+04       6.357852813568e-03       6.357852813560e-03 
       5.207935209695e-01       2.870787402124e-03      -3.241570162005e+04      -3.257631497093e+04       2.927485115055e-03      -1.093131065365e+02      -3.239829955171e+04       6.297565636580e-03       6.297565636573e-03 
       5.240231161074e-01       2.843736213590e-03      -3.250888296236e+04      -3.266985218535e+04       2.899898200480e-03      -1.082908857928e+02      -3.249133613578e+04       6.238042249921e-03       6.238042249915e-03 
       5.272527113918e-01       2.816905551574e-03      -3.260072409235e+04      -3.276208710339e+04       2.872538192496e-03      -1.073060289466e+02      -3.258307079416e+04       6.179253324202e-03       6.179253324196e-03 
       5.304823068200e-01       2.790448583139e-03      -3.269093814501e+04      -3.285273381055e+04       2.845558027314e-03      -1.063437085582e+02      -3.267321874395e+04       6.121131997380e-03       6.121131997373e-03 
       5.337119023894e-01       2.764245004356e-03      -3.277958300420e+04      -3.294184734198e+04       2.818837149652e-03      -1.053790578559e+02      -3.276183509574e+04       6.063677220352e-03       6.063677220346e-03 
       5.369414980975e-01       2.738366519817e-03      -3.286677824269e+04      -3.302954190293e+04       2.792447486451e-03      -1.043978886268e+02      -3.284903429297e+04       6.006898554347e-03       6.006898554341e-03 
       5.401710939418e-01       2.712817323059e-03      -3.295283947737e+04      -3.311612382254e+04       2.766393591915e-03      -1.034435896216e+02      -3.293512286780e+04       5.950839526011e-03       5.950839526005e-03 
       5.434006899198e-01       2.687633052586e-03      -3.303807622463e+04      -3.320189377077e+04       2.740711501253e-03      -1.025335763540e+02      -3.302040153509e+04       5.895540273383e-03       5.895540273377e-03 
       5.466302860292e-01       2.662782545885e-03      -3.312285127524e+04      -3.328720435436e+04       2.715370369589e-03      -1.016186255143e+02      -3.310522261414e+04       5.841047846544e-03       5.841047846539e-03 
       5.498598822676e-01       2.638312658622e-03      -3.320733461350e+04      -3.337221560869e+04       2.690417237557e-03      -1.006913239415e+02      -3.318974690921e+04       5.787373381833e-03       5.787373381828e-03 
       5.530894786327e-01       2.614234173962e-03      -3.329162562508e+04      -3.345701884850e+04       2.665862898025e-03      -9.978273735165e+01      -3.327406670530e+04       5.734515358029e-03       5.734515358023e-03 
       5.563190751224e-01       2.590480310520e-03      -3.337582596166e+04      -3.354170931184e+04       2.641640425409e-03      -9.891969100641e+01      -3.335827791428e+04       5.682472611381e-03       5.682472611375e-03 
       5.595486717345e-01       2.567146985283e-03      -3.345989717779e+04      -3.362624457267e+04       2.617845731618e-03      -9.806787955802e+01      -3.344233877937e+04       5.631220523864e-03       5.631220523859e-03 
       5.627782684669e-01       2.544124445858e-03      -3.354401675427e+04      -3.371080033108e+04       2.594368941678e-03      -9.719473324599e+01      -3.352642430663e+04       5.580771364322e-03       5.580771364316e-03 
       5.660078653175e-01       2.521490411812e-03      -3.362820384774e+04      -3.379539692177e+04       2.571287818331e-03      -9.633650928029e+01      -3.361055471236e+04       5.531111061319e-03       5.531111061314e-03 
       5.692374622843e-01       2.499238249548e-03      -3.371253722700e+04      -3.388011564844e+04       2.548595682888e-03      -9.551862448620e+01      -3.369481063436e+04       5.482235700879e-03       5.482235700873e-03 
       5.724670593653e-01       2.477250511873e-03      -3.379708089120e+04      -3.396502523689e+04       2.526174801047e-03      -9.471715882345e+01      -3.377925962929e+04       5.434139139492e-03       5.434139139487e-03 
       5.756966565586e-01       2.455669790232e-03      -3.388157664092e+04      -3.404987297249e+04       2.504167590850e-03      -9.389802976713e+01      -3.386364916307e+04       5.386764294637e-03       5.386764294632e-03 
       5.789262538624e-01       2.434388911421e-03      -3.396588482615e+04      -3.413452537592e+04       2.482466370278e-03      -9.309493736341e+01      -3.394784557033e+04       5.340075031679e-03       5.340075031674e-03 
       5.821558512746e-01       2.413430604409e-03      -3.404976522756e+04      -3.421874804573e+04       2.461093506443e-03      -9.231715200195e+01      -3.403161468503e+04       5.294020914631e-03       5.294020914626e-03 
       5.853854487937e-01       2.392695180094e-03      -3.413307397010e+04      -3.430240337423e+04       2.439948836655e-03      -9.156688929488e+01      -3.411481857748e+04       5.248568282974e-03       5.248568282970e-03 
       5.886150464178e-01       2.372233800163e-03      -3.421573552404e+04      -3.438541961894e+04       2.419083444647e-03      -9.078967266057e+01      -3.419738500815e+04       5.203694716032e-03       5.203694716028e-03 
       5.918446441451e-01       2.352038640224e-03      -3.429773231022e+04      -3.446778287082e+04       2.398489385567e-03      -9.000975345772e+01      -3.427929966775e+04       5.159387273395e-03       5.159387273391e-03 
       5.950742419740e-01       2.332098180523e-03      -3.437912042196e+04      -3.454955099110e+04       2.378155101153e-03      -8.928249092056e+01      -3.436062011533e+04       5.115644070125e-03       5.115644070120e-03 
       5.983038399029e-01       2.312403718190e-03      -3.445988851956e+04      -3.463071280120e+04       2.358071772819e-03      -8.857313210015e+01      -3.444133504491e+04       5.072452962208e-03       5.072452962203e-03 
