# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1975       2.344480056593e+02       1.017859342595e+01       5.042914702775e-02      -1.762696338908e+01       1.578927828518e-09       6.414949535101e-07      -7.558927456093e-08 
 1976       2.344457581193e+02       1.013345266572e+01       5.037882482969e-02      -1.768795420440e+01       1.577002337264e-09       6.421457927614e-07      -7.527687325104e-08 
 1977       2.344471116698e+02       1.008779115695e+01       5.032868869357e-02      -1.774623303737e+01       1.575079503735e-09       6.427239721962e-07      -7.495951402731e-08 
 1978       2.344518571850e+02       1.004162370303e+01       5.027873630461e-02      -1.780176845680e+01       1.573159319519e-09       6.432276244738e-07      -7.463716597695e-08 
 1979       2.344597846584e+02       9.994965171390e+00       5.022896533593e-02      -1.785452892999e+01       1.571241775849e-09       6.436548722656e-07      -7.430979807941e-08 
 1980       2.344706832015e+02       9.947830493545e+00       5.017937344852e-02      -1.790448282255e+01       1.569326863598e-09       6.440038282307e-07      -7.397737920617e-08 
 1981       2.344843410427e+02       9.900234665216e+00       5.012995829127e-02      -1.795159839836e+01       1.567414573278e-09       6.442725949924e-07      -7.363987812056e-08 
 1982       2.345005455261e+02       9.852192746392e+00       5.008071750088e-02      -1.799584381936e+01       1.565504895042e-09       6.444592651132e-07      -7.329726347750e-08 
 1983       2.345190831105e+02       9.803719861416e+00       5.003164870194e-02      -1.803718714553e+01       1.563597818675e-09       6.445619210714e-07      -7.294950382334e-08 
 1984       2.345397393684e+02       9.754831199071e+00       4.998274950681e-02      -1.807559633469e+01       1.561693333598e-09       6.445786352363e-07      -7.259656759561e-08 
 1985       2.345622989845e+02       9.705542012659e+00       4.993401751568e-02      -1.811103924245e+01       1.559791428865e-09       6.445074698444e-07      -7.223842312283e-08 
 1986       2.345865457548e+02       9.655867620086e+00       4.988545031653e-02      -1.814348362202e+01       1.557892093157e-09       6.443464769749e-07      -7.187503862429e-08 
 1987       2.346122713928e+02       9.605823431238e+00       4.983704534194e-02      -1.817290492384e+01       1.555995316996e-09       6.440944764437e-07      -7.150637776327e-08 
 1988       2.346393020202e+02       9.555425030177e+00       4.978879943852e-02      -1.819930975710e+01       1.554101099409e-09       6.437533989324e-07      -7.113238625342e-08 
 1989       2.346674718695e+02       9.504688093716e+00       4.974070929428e-02      -1.822271260079e+01       1.552209441353e-09       6.433259686885e-07      -7.075300510403e-08 
 1990       2.346966144926e+02       9.453628364262e+00       4.969277158148e-02      -1.824312801980e+01       1.550320343517e-09       6.428149279994e-07      -7.036817505257e-08 
 1991       2.347265627605e+02       9.402261649897e+00       4.964498295663e-02      -1.826057066507e+01       1.548433806316e-09       6.422230372397e-07      -6.997783656411e-08 
 1992       2.347571488627e+02       9.350603824465e+00       4.959734006044e-02      -1.827505527370e+01       1.546549829896e-09       6.415530749175e-07      -6.958192983066e-08 
 1993       2.347882043057e+02       9.298670827652e+00       4.954983951783e-02      -1.828659666906e+01       1.544668414125e-09       6.408078377213e-07      -6.918039477057e-08 
 1994       2.348195599124e+02       9.246478665069e+00       4.950247793788e-02      -1.829520976091e+01       1.542789558594e-09       6.399901405668e-07      -6.877317102790e-08 
 1995       2.348510458216e+02       9.194043408340e+00       4.945525191381e-02      -1.830090954555e+01       1.540913262620e-09       6.391028166437e-07      -6.836019797181e-08 
 1996       2.348824914865e+02       9.141381195180e+00       4.940815802299e-02      -1.830371110589e+01       1.539039525238e-09       6.381487174625e-07      -6.794141469593e-08 
 1997       2.349137256744e+02       9.088508229481e+00       4.936119282689e-02      -1.830362961162e+01       1.537168345202e-09       6.371307129017e-07      -6.751676001776e-08 
 1998       2.349445764655e+02       9.035440781393e+00       4.931435287105e-02      -1.830068031930e+01       1.535299720985e-09       6.360516912549e-07      -6.708617247799e-08 
 1999       2.349748712522e+02       8.982195187412e+00       4.926763468510e-02      -1.829487857247e+01       1.533433650775e-09       6.349145592774e-07      -6.664959033994e-08 
 2000       2.350044367380e+02       8.928787850458e+00       4.922103478271e-02      -1.828623980179e+01       1.531570132474e-09       6.337222422334e-07      -6.620695158893e-08 
 2001       2.350330989371e+02       8.875235239963e+00       4.917454966157e-02      -1.827477952518e+01       1.529709163699e-09       6.324776839436e-07      -6.575819393159e-08 
 2002       2.350606831731e+02       8.821553891948e+00       4.912817580336e-02      -1.826051334789e+01       1.527850741777e-09       6.311838468319e-07      -6.530325479533e-08 
 2003       2.350870140784e+02       8.767760409116e+00       4.908190967377e-02      -1.824345696264e+01       1.525994863744e-09       6.298437119726e-07      -6.484207132764e-08 
 2004       2.351119155931e+02       8.713871460924e+00       4.903574772243e-02      -1.822362614975e+01       1.524141526346e-09       6.284602791383e-07      -6.437458039550e-08 
 2005       2.351352109644e+02       8.659903783675e+00       4.898968638291e-02      -1.820103677725e+01       1.522290726034e-09       6.270365668465e-07      -6.390071858474e-08 
 2006       2.351567227455e+02       8.605874180597e+00       4.894372207271e-02      -1.817570480103e+01       1.520442458964e-09       6.255756124073e-07      -6.342042219943e-08 
 2007       2.351762727952e+02       8.551799521930e+00       4.889785119322e-02      -1.814764626488e+01       1.518596720998e-09       6.240804719710e-07      -6.293362726121e-08 
 2008       2.351936822762e+02       8.497696745003e+00       4.885207012971e-02      -1.811687730070e+01       1.516753507698e-09       6.225542205752e-07      -6.244026950872e-08 
 2009       2.352087716551e+02       8.443582854324e+00       4.880637525130e-02      -1.808341412858e+01       1.514912814324e-09       6.209999521926e-07      -6.194028439693e-08 
 2010       2.352213607010e+02       8.389474921660e+00       4.876076291096e-02      -1.804727305689e+01       1.513074635840e-09       6.194207797785e-07      -6.143360709652e-08 
 2011       2.352312684850e+02       8.335390086120e+00       4.871522944544e-02      -1.800847048247e+01       1.511238966903e-09       6.178198353184e-07      -6.092017249327e-08 
 2012       2.352383133790e+02       8.281345554240e+00       4.866977117532e-02      -1.796702289068e+01       1.509405801866e-09       6.162002698756e-07      -6.039991518738e-08 
 2013       2.352423130550e+02       8.227358600064e+00       4.862438440493e-02      -1.792294685557e+01       1.507575134777e-09       6.145652536390e-07      -5.987276949289e-08 
 2014       2.352430844843e+02       8.173446565230e+00       4.857906542237e-02      -1.787625903995e+01       1.505746959376e-09       6.129179759708e-07      -5.933866943702e-08 
 2015       2.352404439366e+02       8.119626859053e+00       4.853381049943e-02      -1.782697619557e+01       1.503921269093e-09       6.112616454545e-07      -5.879754875957e-08 
 2016       2.352342069791e+02       8.065916958605e+00       4.848861589165e-02      -1.777511516320e+01       1.502098057048e-09       6.095994899425e-07      -5.824934091221e-08 
 2017       2.352241884756e+02       8.012334408803e+00       4.844347783824e-02      -1.772069287273e+01       1.500277316049e-09       6.079347566040e-07      -5.769397905795e-08 
 2018       2.352102025857e+02       7.958896822487e+00       4.839839256207e-02      -1.766372634336e+01       1.498459038586e-09       6.062707119731e-07      -5.713139607043e-08 
 2019       2.351920627640e+02       7.905621880510e+00       4.835335626967e-02      -1.760423268365e+01       1.496643216838e-09       6.046106419969e-07      -5.656152453330e-08 
 2020       2.351695817591e+02       7.852527331815e+00       4.830836515119e-02      -1.754222909167e+01       1.494829842664e-09       6.029578520832e-07      -5.598429673961e-08 
 2021       2.351425716129e+02       7.799630993522e+00       4.826341538036e-02      -1.747773285511e+01       1.493018907604e-09       6.013156671490e-07      -5.539964469116e-08 
 2022       2.351108436597e+02       7.746950751009e+00       4.821850311453e-02      -1.741076135142e+01       1.491210402877e-09       5.996874316681e-07      -5.480750009784e-08 
 2023       2.350742085250e+02       7.694504558000e+00       4.817362449457e-02      -1.734133204791e+01       1.489404319381e-09       5.980765097198e-07      -5.420779437704e-08 
 2024       2.350324761252e+02       7.642310436640e+00       4.812877564494e-02      -1.726946250186e+01       1.487600647689e-09       5.964862850371e-07      -5.360045865295e-08 
 2025       2.349854556664e+02       7.590386477586e+00       4.808395267357e-02      -1.719517036068e+01       1.485799378049e-09       5.949201610546e-07      -5.298542375599e-08 
 2026       2.349329773458e+02       7.538749379386e+00       4.803915189975e-02      -1.711847739244e+01       1.484000502237e-09       5.933807620648e-07      -5.236264941402e-08 
 2027       2.348749576282e+02       7.487410054913e+00       4.799437053932e-02      -1.703942160923e+01       1.482204019166e-09       5.918675271238e-07      -5.173221217334e-08 
 2028       2.348113344393e+02       7.436377993355e+00       4.794960602438e-02      -1.695804523165e+01       1.480409929355e-09       5.903790901794e-07      -5.109421842878e-08 
 2029       2.347420455063e+02       7.385662718077e+00       4.790485577586e-02      -1.687439066654e+01       1.478618233079e-09       5.889140765784e-07      -5.044877532007e-08 
 2030       2.346670283575e+02       7.335273786659e+00       4.786011720353e-02      -1.678850050719e+01       1.476828930367e-09       5.874711030455e-07      -4.979599073376e-08 
 2031       2.345862203222e+02       7.285220790939e+00       4.781538770595e-02      -1.670041753363e+01       1.475042021005e-09       5.860487776612e-07      -4.913597330516e-08 
 2032       2.344995585302e+02       7.235513357051e+00       4.777066467050e-02      -1.661018471283e+01       1.473257504528e-09       5.846456998402e-07      -4.846883242024e-08 
 2033       2.344069799119e+02       7.186161145468e+00       4.772594547333e-02      -1.651784519894e+01       1.471475380222e-09       5.832604603098e-07      -4.779467821758e-08 
 2034       2.343084211980e+02       7.137173851043e+00       4.768122747936e-02      -1.642344233354e+01       1.469695647125e-09       5.818916410881e-07      -4.711362159029e-08 
 2035       2.342038189193e+02       7.088561203048e+00       4.763650804228e-02      -1.632701964586e+01       1.467918304019e-09       5.805378154623e-07      -4.642577418795e-08 
 2036       2.340931094061e+02       7.040332965214e+00       4.759178450451e-02      -1.622862085305e+01       1.466143349437e-09       5.791975479667e-07      -4.573124841853e-08 
 2037       2.339762287886e+02       6.992498935773e+00       4.754705419719e-02      -1.612828986037e+01       1.464370781655e-09       5.778693943612e-07      -4.503015745035e-08 
 2038       2.338531129961e+02       6.945068947500e+00       4.750231444018e-02      -1.602607076147e+01       1.462600598692e-09       5.765519016093e-07      -4.432261521399e-08 
 2039       2.337236977571e+02       6.898052867751e+00       4.745756254205e-02      -1.592200783860e+01       1.460832798312e-09       5.752436078562e-07      -4.360873640425e-08 
 2040       2.335879185991e+02       6.851460598504e+00       4.741279580003e-02      -1.581614556287e+01       1.459067378019e-09       5.739430424071e-07      -4.288863648208e-08 
 2041       2.334457108481e+02       6.805302076400e+00       4.736801150003e-02      -1.570852859445e+01       1.457304335058e-09       5.726487257054e-07      -4.216243167654e-08 
 2042       2.332970096287e+02       6.759587272787e+00       4.732320691662e-02      -1.559920178286e+01       1.455543666410e-09       5.713591693103e-07      -4.143023898673e-08 
 2043       2.331417498636e+02       6.714326193754e+00       4.727837931299e-02      -1.548821016717e+01       1.453785368795e-09       5.700728758754e-07      -4.069217618374e-08 
 2044       2.329798662735e+02       6.669528880177e+00       4.723352594099e-02      -1.537559897623e+01       1.452029438669e-09       5.687883391266e-07      -3.994836181260e-08 
 2045       2.328112933768e+02       6.625205407757e+00       4.718864404105e-02      -1.526141362895e+01       1.450275872221e-09       5.675040438399e-07      -3.919891519425e-08 
 2046       2.326359654897e+02       6.581365887062e+00       4.714373084221e-02      -1.514569973450e+01       1.448524665374e-09       5.662184658198e-07      -3.844395642746e-08 
 2047       2.324538167254e+02       6.538020463568e+00       4.709878356209e-02      -1.502850309255e+01       1.446775813782e-09       5.649300718768e-07      -3.768360639082e-08 
 2048       2.322647809943e+02       6.495179317696e+00       4.705379940688e-02      -1.490986969352e+01       1.445029312829e-09       5.636373198058e-07      -3.691798674466e-08 
 2049       2.320687920036e+02       6.452852664858e+00       4.700877557133e-02      -1.478984571884e+01       1.443285157629e-09       5.623386583639e-07      -3.614721993304e-08 
 2050       2.318657832574e+02       6.411050755493e+00       4.696370923871e-02      -1.466847754111e+01       1.441543343020e-09       5.610325272482e-07      -3.537142918572e-08 
 2051       2.316556880557e+02       6.369783875112e+00       4.691859758084e-02      -1.454581172444e+01       1.439803863569e-09       5.597173570738e-07      -3.459073852008e-08 
 2052       2.314384394952e+02       6.329062344335e+00       4.687343775803e-02      -1.442189502459e+01       1.438066713567e-09       5.583915693516e-07      -3.380527274311e-08 
 2053       2.312139704683e+02       6.288896518931e+00       4.682822691910e-02      -1.429677438929e+01       1.436331887028e-09       5.570535764662e-07      -3.301515745340e-08 
 2054       2.309822136630e+02       6.249296789863e+00       4.678296220134e-02      -1.417049695842e+01       1.434599377686e-09       5.557017816539e-07      -3.222051904306e-08 
 2055       2.307431015630e+02       6.210273583325e+00       4.673764073053e-02      -1.404311006427e+01       1.432869178997e-09       5.543345789803e-07      -3.142148469974e-08 
 2056       2.304965664472e+02       6.171837360785e+00       4.669225962086e-02      -1.391466123177e+01       1.431141284136e-09       5.529503533181e-07      -3.061818240856e-08 
 2057       2.302425403895e+02       6.133998619023e+00       4.664681597501e-02      -1.378519817875e+01       1.429415685993e-09       5.515474803248e-07      -2.981074095411e-08 
 2058       2.299809552588e+02       6.096767890174e+00       4.660130688405e-02      -1.365476881614e+01       1.427692377177e-09       5.501243264207e-07      -2.899928992244e-08 
 2059       2.297117427183e+02       6.060155741766e+00       4.655572942747e-02      -1.352342124823e+01       1.425971350008e-09       5.486792487666e-07      -2.818395970300e-08 
 2060       2.294348342259e+02       6.024172776765e+00       4.651008067316e-02      -1.339120377292e+01       1.424252596523e-09       5.472105952411e-07      -2.736488149064e-08 
 2061       2.291501610333e+02       5.988829633610e+00       4.646435767738e-02      -1.325816488191e+01       1.422536108468e-09       5.457167044187e-07      -2.654218728761e-08 
 2062       2.288576541863e+02       5.954136986258e+00       4.641855748477e-02      -1.312435326101e+01       1.420821877300e-09       5.441959055474e-07      -2.571600990551e-08 
 2063       2.285572445245e+02       5.920105544225e+00       4.637267712831e-02      -1.298981779030e+01       1.419109894183e-09       5.426465185262e-07      -2.488648296731e-08 
 2064       2.282488626806e+02       5.886746052621e+00       4.632671362933e-02      -1.285460754442e+01       1.417400149991e-09       5.410668538827e-07      -2.405374090932e-08 
 2065       2.279324597995e+02       5.854067396166e+00       4.628066440995e-02      -1.271877062051e+01       1.415692637099e-09       5.394555908111e-07      -2.321794290852e-08 
 2066       2.276080698536e+02       5.822070896444e+00       4.623452853371e-02      -1.258235061260e+01       1.413987354808e-09       5.378129157249e-07      -2.237934493878e-08 
 2067       2.272757477687e+02       5.790755974302e+00       4.618830547372e-02      -1.244539011266e+01       1.412284303993e-09       5.361393957599e-07      -2.153822848443e-08 
 2068       2.269355487453e+02       5.760122042204e+00       4.614199470095e-02      -1.230793188091e+01       1.410583485318e-09       5.344356018202e-07      -2.069487668833e-08 
 2069       2.265875282594e+02       5.730168504210e+00       4.609559568428e-02      -1.217001884594e+01       1.408884899227e-09       5.327021085882e-07      -1.984957435591e-08 
 2070       2.262317420625e+02       5.700894755971e+00       4.604910789047e-02      -1.203169410496e+01       1.407188545951e-09       5.309394945338e-07      -1.900260795920e-08 
 2071       2.258682461824e+02       5.672300184712e+00       4.600253078412e-02      -1.189300092397e+01       1.405494425501e-09       5.291483419238e-07      -1.815426564086e-08 
 2072       2.254970969229e+02       5.644384169222e+00       4.595586382775e-02      -1.175398273802e+01       1.403802537669e-09       5.273292368316e-07      -1.730483721819e-08 
 2073       2.251183508649e+02       5.617146079837e+00       4.590910648171e-02      -1.161468315135e+01       1.402112882026e-09       5.254827691468e-07      -1.645461418718e-08 
 2074       2.247320648663e+02       5.590585278433e+00       4.586225820425e-02      -1.147514593764e+01       1.400425457924e-09       5.236095325843e-07      -1.560388972657e-08 
 2075       2.243382960623e+02       5.564701118409e+00       4.581531845147e-02      -1.133541504018e+01       1.398740264488e-09       5.217101246942e-07      -1.475295870185e-08 
 2076       2.239371018662e+02       5.539492944676e+00       4.576828667732e-02      -1.119553457212e+01       1.397057300623e-09       5.197851468713e-07      -1.390211766936e-08 
 2077       2.235285399692e+02       5.514960093643e+00       4.572116233364e-02      -1.105554881662e+01       1.395376565007e-09       5.178352043644e-07      -1.305166488030e-08 
 2078       2.231126683411e+02       5.491101893206e+00       4.567394487010e-02      -1.091550222711e+01       1.393698056091e-09       5.158609062862e-07      -1.220190028480e-08 
 2079       2.226895452307e+02       5.467917662736e+00       4.562663373424e-02      -1.077543942742e+01       1.392021772099e-09       5.138628656225e-07      -1.135312553599e-08 
 2080       2.222592291660e+02       5.445406713062e+00       4.557922837144e-02      -1.063540521208e+01       1.390347711028e-09       5.118416992422e-07      -1.050564399405e-08 
 2081       2.218217789545e+02       5.423568346464e+00       4.553172822493e-02      -1.049544454645e+01       1.388675870642e-09       5.097980279064e-07      -9.659760730275e-09 
 2082       2.213772536836e+02       5.402401856656e+00       4.548413273580e-02      -1.035560256695e+01       1.387006248477e-09       5.077324762785e-07      -8.815782531171e-09 
 2083       2.209257127213e+02       5.381906528775e+00       4.543644134295e-02      -1.021592458125e+01       1.385338841834e-09       5.056456729334e-07      -7.974017902501e-09 
 2084       2.204672157161e+02       5.362081639369e+00       4.538865348316e-02      -1.007645606852e+01       1.383673647782e-09       5.035382503673e-07      -7.134777073380e-09 
 2085       2.200018225973e+02       5.342926456381e+00       4.534076859102e-02      -9.937242679580e+00       1.382010663154e-09       5.014108450072e-07      -6.298372000352e-09 
 2086       2.195295935759e+02       5.324440239141e+00       4.529278609897e-02      -9.798330237121e+00       1.380349884549e-09       4.992640972208e-07      -5.465116371483e-09 
 2087       2.190505891446e+02       5.306622238351e+00       4.524470543726e-02      -9.659764735927e+00       1.378691308327e-09       4.970986513256e-07      -4.635325610445e-09 
 2088       2.185648700779e+02       5.289471696071e+00       4.519652603399e-02      -9.521592343062e+00       1.377034930609e-09       4.949151555994e-07      -3.809316880616e-09 
 2089       2.180724974332e+02       5.272987845708e+00       4.514824731508e-02      -9.383859398079e+00       1.375380747280e-09       4.927142622891e-07      -2.987409089177e-09 
 2090       2.175735325503e+02       5.257169912004e+00       4.509986870427e-02      -9.246612413226e+00       1.373728753980e-09       4.904966276208e-07      -2.169922891213e-09 
 2091       2.170680370523e+02       5.242017111020e+00       4.505138962313e-02      -9.109898073647e+00       1.372078946109e-09       4.882629118094e-07      -1.357180693821e-09 
 2092       2.165560728460e+02       5.227528650128e+00       4.500280949103e-02      -8.973763237590e+00       1.370431318824e-09       4.860137790685e-07      -5.495066602201e-10 
 2093       2.160377021217e+02       5.213703727994e+00       4.495412772516e-02      -8.838254936609e+00       1.368785867036e-09       4.837498976196e-07       2.527732861340e-10 
 2094       2.155129873542e+02       5.200541534569e+00       4.490534374054e-02      -8.703420375767e+00       1.367142585411e-09       4.814719397022e-07       1.049331457432e-09 
 2095       2.149819913030e+02       5.188041251071e+00       4.485645694998e-02      -8.569306933844e+00       1.365501468368e-09       4.791805815834e-07       1.839838397387e-09 
 2096       2.144447770121e+02       5.176202049980e+00       4.480746676410e-02      -8.435962163541e+00       1.363862510079e-09       4.768765035678e-07       2.623962877112e-09 
 2097       2.139014078112e+02       5.165023095018e+00       4.475837259133e-02      -8.303433791681e+00       1.362225704464e-09       4.745603900069e-07       3.401371890987e-09 
 2098       2.133519473155e+02       5.154503541140e+00       4.470917383790e-02      -8.171769719415e+00       1.360591045194e-09       4.722329293090e-07       4.171730652525e-09 
 2099       2.127964594262e+02       5.144642534520e+00       4.465986990783e-02      -8.041018022429e+00       1.358958525687e-09       4.698948139490e-07       4.934702590238e-09 
 2100       2.122350083309e+02       5.135439212542e+00       4.461046020293e-02      -7.911226951144e+00       1.357328139109e-09       4.675467404781e-07       5.689949343492e-09 
 2101       2.116676585039e+02       5.126892703780e+00       4.456094412284e-02      -7.782444930924e+00       1.355699878370e-09       4.651894095337e-07       6.437130758365e-09 
 2102       2.110944747066e+02       5.119002127993e+00       4.451132106494e-02      -7.654720562277e+00       1.354073736126e-09       4.628235258491e-07       7.175904883494e-09 
 2103       2.105155219879e+02       5.111766596106e+00       4.446159042442e-02      -7.528102621062e+00       1.352449704775e-09       4.604497982629e-07       7.905927965923e-09 
 2104       2.099308749175e+02       5.105183963289e+00       4.441175193231e-02      -7.402635363149e+00       1.350827777919e-09       4.580688521631e-07       8.626905746251e-09 
 2105       2.093406453569e+02       5.099247078724e+00       4.436180667216e-02      -7.278344402275e+00       1.349207954776e-09       4.556809657970e-07       9.338747937671e-09 
 2106       2.087449548821e+02       5.093947509720e+00       4.431175607041e-02      -7.155250734346e+00       1.347590235826e-09       4.532863312297e-07       1.004141535006e-08 
 2107       2.081439255693e+02       5.089276786209e+00       4.426160155902e-02      -7.033375424132e+00       1.345974621356e-09       4.508851416642e-07       1.073486873681e-08 
 2108       2.075376799950e+02       5.085226400702e+00       4.421134457543e-02      -6.912739605347e+00       1.344361111456e-09       4.484775914437e-07       1.141906879480e-08 
 2109       2.069263412367e+02       5.081787808239e+00       4.416098656263e-02      -6.793364480727e+00       1.342749706018e-09       4.460638760543e-07       1.209397616445e-08 
 2110       2.063100328739e+02       5.078952426347e+00       4.411052896909e-02      -6.675271322106e+00       1.341140404738e-09       4.436441921282e-07       1.275955142969e-08 
 2111       2.056888789879e+02       5.076711634990e+00       4.405997324884e-02      -6.558481470493e+00       1.339533207110e-09       4.412187374458e-07       1.341575511799e-08 
 2112       2.050630041633e+02       5.075056776522e+00       4.400932086143e-02      -6.443016336151e+00       1.337928112431e-09       4.387877109390e-07       1.406254770032e-08 
 2113       2.044325334880e+02       5.073979155646e+00       4.395857327193e-02      -6.328897398669e+00       1.336325119794e-09       4.363513126933e-07       1.469988959122e-08 
 2114       2.037975925541e+02       5.073470039360e+00       4.390773195098e-02      -6.216146207047e+00       1.334724228093e-09       4.339097439511e-07       1.532774114877e-08 
 2115       2.031583074583e+02       5.073520656916e+00       4.385679837477e-02      -6.104784379766e+00       1.333125436016e-09       4.314632071141e-07       1.594606267457e-08 
 2116       2.025148048027e+02       5.074122199772e+00       4.380577402503e-02      -5.994833604870e+00       1.331528742047e-09       4.290119057459e-07       1.655481441382e-08 
 2117       2.018672116953e+02       5.075265821543e+00       4.375466038908e-02      -5.886315640038e+00       1.329934144465e-09       4.265560445752e-07       1.715395655523e-08 
 2118       2.012156557506e+02       5.076942637960e+00       4.370345895979e-02      -5.779252312668e+00       1.328341641343e-09       4.240958294981e-07       1.774344923113e-08 
 2119       2.005602650902e+02       5.079143726817e+00       4.365217123561e-02      -5.673665519948e+00       1.326751230546e-09       4.216314675810e-07       1.832325251738e-08 
 2120       1.999011683435e+02       5.081860127930e+00       4.360079872059e-02      -5.569577228937e+00       1.325162909730e-09       4.191631670633e-07       1.889332643343e-08 
 2121       1.992384946484e+02       5.085082843088e+00       4.354934292435e-02      -5.467009476638e+00       1.323576676343e-09       4.166911373602e-07       1.945363094234e-08 
 2122       1.985723736514e+02       5.088802836005e+00       4.349780536211e-02      -5.365984370082e+00       1.321992527619e-09       4.142155890653e-07       2.000412595072e-08 
 2123       1.979029355089e+02       5.093011032278e+00       4.344618755470e-02      -5.266524086398e+00       1.320410460585e-09       4.117367339536e-07       2.054477130880e-08 
 2124       1.972303108873e+02       5.097698319336e+00       4.339449102856e-02      -5.168650872893e+00       1.318830472050e-09       4.092547849839e-07       2.107552681042e-08 
 2125       1.965546309637e+02       5.102855546395e+00       4.334271731573e-02      -5.072387047131e+00       1.317252558612e-09       4.067699563019e-07       2.159635219301e-08 
 2126       1.958760274268e+02       5.108473524414e+00       4.329086795390e-02      -4.977754997007e+00       1.315676716654e-09       4.042824632427e-07       2.210720713763e-08 
 2127       1.951946324771e+02       5.114543026044e+00       4.323894448635e-02      -4.884777180826e+00       1.314102942342e-09       4.017925223335e-07       2.260805126897e-08 
 2128       1.945105788278e+02       5.121054785586e+00       4.318694846203e-02      -4.793476127378e+00       1.312531231626e-09       3.993003512969e-07       2.309884415533e-08 
 2129       1.938239997052e+02       5.127999498940e+00       4.313488143551e-02      -4.703874436021e+00       1.310961580235e-09       3.968061690528e-07       2.357954530866e-08 
 2130       1.931350288496e+02       5.135367823564e+00       4.308274496702e-02      -4.615994776748e+00       1.309393983682e-09       3.943101957218e-07       2.405011418455e-08 
 2131       1.924438005154e+02       5.143150378421e+00       4.303054062242e-02      -4.529859890276e+00       1.307828437258e-09       3.918126526279e-07       2.451051018224e-08 
 2132       1.917504494723e+02       5.151337743938e+00       4.297826997327e-02      -4.445492588112e+00       1.306264936032e-09       3.893137623008e-07       2.496069264462e-08 
 2133       1.910551110055e+02       5.159920461958e+00       4.292593459675e-02      -4.362915752639e+00       1.304703474851e-09       3.868137484795e-07       2.540062085825e-08 
 2134       1.903579209165e+02       5.168889035691e+00       4.287353607576e-02      -4.282152337187e+00       1.303144048338e-09       3.843128361141e-07       2.583025405338e-08 
 2135       1.896590155235e+02       5.178233929672e+00       4.282107599883e-02      -4.203225366115e+00       1.301586650892e-09       3.818112513693e-07       2.624955140390e-08 
 2136       1.889585316624e+02       5.187945569710e+00       4.276855596022e-02      -4.126157934883e+00       1.300031276684e-09       3.793092216269e-07       2.665847202741e-08 
 2137       1.882566066869e+02       5.198014342843e+00       4.271597755985e-02      -4.050973210134e+00       1.298477919661e-09       3.768069754887e-07       2.705697498521e-08 
 2138       1.875533784694e+02       5.208430597295e+00       4.266334240336e-02      -3.977694429767e+00       1.296926573539e-09       3.743047427791e-07       2.744501928227e-08 
 2139       1.868489854017e+02       5.219184642424e+00       4.261065210207e-02      -3.906344903019e+00       1.295377231807e-09       3.718027545478e-07       2.782256386730e-08 
 2140       1.861435663954e+02       5.230266748679e+00       4.255790827305e-02      -3.836948010535e+00       1.293829887722e-09       3.693012430732e-07       2.818956763270e-08 
 2141       1.854372608826e+02       5.241667147552e+00       4.250511253904e-02      -3.769527204454e+00       1.292284534311e-09       3.668004418642e-07       2.854598941462e-08 
 2142       1.847302088163e+02       5.253376031534e+00       4.245226652854e-02      -3.704106008479e+00       1.290741164366e-09       3.643005856641e-07       2.889178799291e-08 
 2143       1.840225458980e+02       5.265383475529e+00       4.239937197291e-02      -3.640702868975e+00       1.289199771853e-09       3.618018911106e-07       2.922697669859e-08 
 2144       1.833143892219e+02       5.277679200626e+00       4.234643099858e-02      -3.579315669666e+00       1.287660356148e-09       3.593044984967e-07       2.955178784786e-08 
 2145       1.826058515336e+02       5.290252808622e+00       4.229344583686e-02      -3.519937111313e+00       1.286122917851e-09       3.568085294194e-07       2.986650999218e-08 
 2146       1.818970459950e+02       5.303093860363e+00       4.224041872698e-02      -3.462559851032e+00       1.284587457391e-09       3.543141060684e-07       3.017143346789e-08 
 2147       1.811880861850e+02       5.316191875697e+00       4.218735191613e-02      -3.407176502243e+00       1.283053975022e-09       3.518213512277e-07       3.046685040051e-08 
 2148       1.804790861000e+02       5.329536333424e+00       4.213424765943e-02      -3.353779634606e+00       1.281522470822e-09       3.493303882770e-07       3.075305470900e-08 
 2149       1.797701601541e+02       5.343116671246e+00       4.208110821997e-02      -3.302361773967e+00       1.279992944692e-09       3.468413411924e-07       3.103034211012e-08 
 2150       1.790614231797e+02       5.356922285722e+00       4.202793586878e-02      -3.252915402299e+00       1.278465396357e-09       3.443543345484e-07       3.129901012269e-08 
 2151       1.783529904281e+02       5.370942532217e+00       4.197473288488e-02      -3.205432957647e+00       1.276939825361e-09       3.418694935185e-07       3.155935807190e-08 
 2152       1.776449775701e+02       5.385166724854e+00       4.192150155528e-02      -3.159906834069e+00       1.275416231072e-09       3.393869438773e-07       3.181168709366e-08 
 2153       1.769375006959e+02       5.399584136466e+00       4.186824417496e-02      -3.116329381578e+00       1.273894612677e-09       3.369068120011e-07       3.205630013890e-08 
