# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.04342e-05 to 1055.3 h/Mpc,
# number of wavenumbers equal to 632
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       8.244384888035e-04       2.366213634539e+05       2.365694685892e+05       3.073643358362e+05       3.064102598742e+05       2.660765050343e+05       2.385519016159e+05 
       8.812359068656e-04       2.365677887194e+05       2.365085037046e+05       3.061505286383e+05       3.050652784957e+05       2.651606602609e+05       2.384619343025e+05 
       9.417213334896e-04       2.365068752555e+05       2.364391807610e+05       3.047740787796e+05       3.035409684744e+05       2.641220602393e+05       2.383597591572e+05 
       1.005969567549e-03       2.364378264947e+05       2.363605911012e+05       3.032184543937e+05       3.018193820702e+05       2.629482158577e+05       2.382440870955e+05 
       1.074015180681e-03       2.363598330425e+05       2.362718092008e+05       3.014672704294e+05       2.998828319888e+05       2.616267421474e+05       2.381136211747e+05 
       1.145850540920e-03       2.362720906366e+05       2.361719163296e+05       2.995047283220e+05       2.977143989559e+05       2.601456927749e+05       2.379670884296e+05 
       1.221426102816e-03       2.361738155624e+05       2.360600150544e+05       2.973160762764e+05       2.952984520443e+05       2.584939035880e+05       2.378032687219e+05 
       1.300652947584e-03       2.360642623936e+05       2.359352464168e+05       2.948880445644e+05       2.926211347773e+05       2.566613147128e+05       2.376210250685e+05 
       1.383407280931e-03       2.359420629962e+05       2.357960065432e+05       2.922081445503e+05       2.896715407852e+05       2.546396318586e+05       2.374186454670e+05 
       1.469536379877e-03       2.358070537653e+05       2.356421317947e+05       2.892678526921e+05       2.864400863667e+05       2.524215795476e+05       2.371957060368e+05 
       1.558865363810e-03       2.356588871590e+05       2.354732303001e+05       2.860605910504e+05       2.829201918689e+05       2.500017509166e+05       2.369516660767e+05 
       1.651204159850e-03       2.354970744290e+05       2.352887319582e+05       2.825819248935e+05       2.791084162064e+05       2.473767164426e+05       2.366859156952e+05 
       1.746354120612e-03       2.353212036473e+05       2.350881520362e+05       2.788299441928e+05       2.750042593122e+05       2.445449378349e+05       2.363979985859e+05 
       1.844113897565e-03       2.351309419455e+05       2.348710943376e+05       2.748052250323e+05       2.706101057043e+05       2.415067368995e+05       2.360876130473e+05 
       1.944284336061e-03       2.349260295372e+05       2.346372472940e+05       2.705107319890e+05       2.659311093642e+05       2.382642262438e+05       2.357546035155e+05 
       2.046672306651e-03       2.347062784018e+05       2.343863747770e+05       2.659516985033e+05       2.609750227761e+05       2.348212047848e+05       2.353989540375e+05 
       2.151093502854e-03       2.344715640885e+05       2.341183174499e+05       2.611354431997e+05       2.557519968848e+05       2.311830345594e+05       2.350207763492e+05 
       2.257374311755e-03       2.342218214140e+05       2.338329708150e+05       2.560712208289e+05       2.502743599747e+05       2.273565051434e+05       2.346202978475e+05 
       2.365352903918e-03       2.339570422674e+05       2.335303120228e+05       2.507699906236e+05       2.445563803203e+05       2.233496885975e+05       2.341978572622e+05 
       2.474879700979e-03       2.336772619770e+05       2.332103483472e+05       2.452442845297e+05       2.386140478690e+05       2.191718067964e+05       2.337538807739e+05 
       2.585817372062e-03       2.333825607725e+05       2.328731430962e+05       2.395079873203e+05       2.324648320683e+05       2.148330846685e+05       2.332888806733e+05 
       2.698040492158e-03       2.330730579602e+05       2.325188151260e+05       2.335761543631e+05       2.261274639255e+05       2.103446198682e+05       2.328034449234e+05 
       2.811434972953e-03       2.327488972426e+05       2.321474945437e+05       2.274648770535e+05       2.196217343661e+05       2.057182623190e+05       2.322982137069e+05 
       2.925897353481e-03       2.324102723498e+05       2.317593703257e+05       2.211911130449e+05       2.129682554091e+05       2.009664723728e+05       2.317739020341e+05 
       3.041334016956e-03       2.320573822364e+05       2.313546318255e+05       2.147725195577e+05       2.061883135583e+05       1.961022350231e+05       2.312312496764e+05 
       3.157660382076e-03       2.316904630283e+05       2.309335340109e+05       2.082272919524e+05       1.993036438286e+05       1.911389264316e+05       2.306710519463e+05 
       3.274800102595e-03       2.313097605332e+05       2.304962988957e+05       2.015741024287e+05       1.923362849984e+05       1.860902296450e+05       2.300941193061e+05 
       3.392684297570e-03       2.309155543036e+05       2.300432319492e+05       1.948318686326e+05       1.853083815807e+05       1.809700180212e+05       2.295013088205e+05 
       3.511250826177e-03       2.305081197028e+05       2.295745998833e+05       1.880197116803e+05       1.782420668224e+05       1.757922874307e+05       2.288934722417e+05 
       3.630443614737e-03       2.300877664702e+05       2.290907342339e+05       1.811567892141e+05       1.711592726047e+05       1.705710438205e+05       2.282714984534e+05 
       3.750212039206e-03       2.296547980154e+05       2.285919349706e+05       1.742622215696e+05       1.640816282010e+05       1.653202437459e+05       2.276362629467e+05 
       3.870510363354e-03       2.292095495177e+05       2.280785461284e+05       1.673549699267e+05       1.570302927528e+05       1.600536942003e+05       2.269886665616e+05 
       3.991297230898e-03       2.287523405260e+05       2.275508942373e+05       1.604537223767e+05       1.500258745803e+05       1.547850048382e+05       2.263295844821e+05 
       4.112535208638e-03       2.282835307221e+05       2.270093653449e+05       1.535768155440e+05       1.430882690005e+05       1.495274886782e+05       2.256599203514e+05 
       4.234190376953e-03       2.278034342396e+05       2.264542768632e+05       1.467421341006e+05       1.362366223263e+05       1.442941397850e+05       2.249805145105e+05 
       4.356231963751e-03       2.273124283772e+05       2.258860242879e+05       1.399670629099e+05       1.294891516661e+05       1.390975210866e+05       2.242922523260e+05 
       4.478632017852e-03       2.268108662420e+05       2.253049475377e+05       1.332683894813e+05       1.228631251743e+05       1.339497490783e+05       2.235959704295e+05 
       4.601365117956e-03       2.262991138978e+05       2.247114562695e+05       1.266621874060e+05       1.163747564976e+05       1.288624264179e+05       2.228925031901e+05 
       4.724408113511e-03       2.257775254469e+05       2.241059212573e+05       1.201638069337e+05       1.100391537267e+05       1.238466048322e+05       2.221826447645e+05 
       4.847739894063e-03       2.252464662860e+05       2.234887018878e+05       1.137878186966e+05       1.038702464749e+05       1.189127342894e+05       2.214671704453e+05 
       4.971341183988e-03       2.247063092078e+05       2.228601821436e+05       1.075479300009e+05       9.788073966824e+04       1.140706275557e+05       2.207468370764e+05 
       5.095194359751e-03       2.241574053661e+05       2.222207334647e+05       1.014569301123e+05       9.208208961054e+04       1.093294378689e+05       2.200223523999e+05 
       5.219283287167e-03       2.236000937773e+05       2.215707539654e+05       9.552664271627e+04       8.648446616926e+04       1.046976261808e+05       2.192943875750e+05 
       5.343593176369e-03       2.230348253005e+05       2.209106454154e+05       8.976799347118e+04       8.109668094352e+04       1.001829038046e+05       2.185636746916e+05 
       5.468110452477e-03       2.224618698603e+05       2.202407278548e+05       8.419082958633e+04       7.592630545317e+04       9.579230092367e+04       2.178307535956e+05 
       5.592822640147e-03       2.218816267537e+05       2.195614072359e+05       7.880401376581e+04       7.097953260023e+04       9.153206305948e+04       2.170962502659e+05 
       5.717718260425e-03       2.212944331905e+05       2.188730731029e+05       7.361531769205e+04       6.626126210503e+04       8.740769369645e+04       2.163607042713e+05 
       5.842786738495e-03       2.207006498043e+05       2.181760585342e+05       6.863150008916e+04       6.177508750485e+04       8.342393205330e+04       2.156246331991e+05 
       5.968018321074e-03       2.201006151134e+05       2.174707447207e+05       6.385822059487e+04       5.752333082241e+04       7.958476095138e+04       2.148885107238e+05 
       6.093404002368e-03       2.194946729831e+05       2.167574966243e+05       5.930009263168e+04       5.350706743708e+04       7.589340799648e+04       2.141527800485e+05 
       6.218935457619e-03       2.188831586050e+05       2.160366834824e+05       5.496067381323e+04       4.972616840089e+04       7.235235745638e+04       2.134178459316e+05 
       6.344604983390e-03       2.182664007887e+05       2.153085999500e+05       5.084249470271e+04       4.617934676601e+04       6.896336265645e+04       2.126840652223e+05 
       6.470405443853e-03       2.176446729789e+05       2.145735505613e+05       4.694703508793e+04       4.286421035064e+04       6.572746545646e+04       2.119517202777e+05 
       6.596330222392e-03       2.170183824303e+05       2.138320170401e+05       4.327480710209e+04       3.977730011543e+04       6.264500422290e+04       2.112212006406e+05 
       6.722373177975e-03       2.163877646075e+05       2.130842366451e+05       3.982532656267e+04       3.691418974063e+04       5.971566093231e+04       2.104926894586e+05 
       6.848528605738e-03       2.157531232047e+05       2.123305206089e+05       3.659718907456e+04       3.426952162112e+04       5.693846854719e+04       2.097664098804e+05 
       6.974791201368e-03       2.151147803529e+05       2.115711770936e+05       3.358809108429e+04       3.183708989209e+04       5.431184915459e+04       2.090425738176e+05 
       7.101156028851e-03       2.144730077976e+05       2.108065523877e+05       3.079486104096e+04       2.960991509505e+04       5.183364702379e+04       2.083213336891e+05 
       7.227618491246e-03       2.138280507211e+05       2.100368720192e+05       2.821351536063e+04       2.758031920719e+04       4.950116069476e+04       2.076027788371e+05 
       7.354174304171e-03       2.131801911824e+05       2.092624554521e+05       2.583931106240e+04       2.574000640821e+04       4.731118328752e+04       2.068870223006e+05 
       7.480819471708e-03       2.125297003378e+05       2.084836062421e+05       2.366679121519e+04       2.408014441885e+04       4.526004064595e+04       2.061741465184e+05 
       7.607550264495e-03       2.118768274082e+05       2.077005786715e+05       2.168984065333e+04       2.259144399848e+04       4.334362983595e+04       2.054641909792e+05 
       7.734363199778e-03       2.112217645968e+05       2.069136102794e+05       1.990173364998e+04       2.126423689203e+04       4.155745850170e+04       2.047571304114e+05 
       7.861255023222e-03       2.105648299656e+05       2.061230519973e+05       1.829521273959e+04       2.008857432025e+04       3.989670171184e+04       2.040530462529e+05 
       7.988222692320e-03       2.099061786018e+05       2.053290358996e+05       1.686251652160e+04       1.905427926039e+04       3.835621967251e+04       2.033518410242e+05 
       8.115263361231e-03       2.092460121004e+05       2.045317527365e+05       1.559546018101e+04       1.815104330412e+04       3.693061834232e+04       2.026534544014e+05 
       8.242374366917e-03       2.085845653554e+05       2.037315480851e+05       1.448551651247e+04       1.736850445641e+04       3.561429445859e+04       2.019578696931e+05 
       8.369553216446e-03       2.079220375327e+05       2.029285837395e+05       1.352383022256e+04       1.669631331937e+04       3.440146953536e+04       2.012650060103e+05 
       8.496797575371e-03       2.072586112869e+05       2.021231308359e+05       1.270132184286e+04       1.612420198100e+04       3.328623326177e+04       2.005747820600e+05 
       8.624105257053e-03       2.065944522806e+05       2.013153211588e+05       1.200870891940e+04       1.564205331499e+04       3.226258451159e+04       1.998870782422e+05 
       8.751474212869e-03       2.059297268970e+05       2.005053221497e+05       1.143659321423e+04       1.523996534596e+04       3.132447413125e+04       1.992017805278e+05 
       8.878902523213e-03       2.052646044558e+05       1.996933995230e+05       1.097552598126e+04       1.490830873288e+04       3.046584457498e+04       1.985187938077e+05 
       9.006388389210e-03       2.045992252027e+05       1.988796096961e+05       1.061602126080e+04       1.463777787658e+04       2.968066047921e+04       1.978379688434e+05 
       9.133930125099e-03       2.039337509713e+05       1.980642896018e+05       1.034868197724e+04       1.441944564522e+04       2.896295478997e+04       1.971592225068e+05 
       9.261526151205e-03       2.032683018412e+05       1.972474453890e+05       1.016416042338e+04       1.424479711484e+04       2.830684790617e+04       1.964823909079e+05 
       9.389174987464e-03       2.026030157456e+05       1.964293264396e+05       1.005329615457e+04       1.410577866828e+04       2.770659254565e+04       1.958073701547e+05 
       9.516875247442e-03       2.019379991773e+05       1.956099485972e+05       1.000709252323e+04       1.399482145202e+04       2.715659095916e+04       1.951340020068e+05 
       9.644625632818e-03       2.012733866509e+05       1.947896514256e+05       1.001683607589e+04       1.390487971774e+04       2.665143612260e+04       1.944622114886e+05 
       9.772424928278e-03       2.006092559891e+05       1.939683046371e+05       1.007403753581e+04       1.382943803015e+04       2.618591487661e+04       1.937918136480e+05 
       9.900271996795e-03       1.999457398642e+05       1.931463377241e+05       1.017059354384e+04       1.376254773791e+04       2.575505686110e+04       1.931227677411e+05 
       1.002816577526e-02       1.992828893862e+05       1.923235106679e+05       1.029868138874e+04       1.369881292886e+04       2.535411969394e+04       1.924548731176e+05 
       1.015610527045e-02       1.986208242400e+05       1.915002115710e+05       1.045092789538e+04       1.363342594026e+04       2.497864388433e+04       1.917880966250e+05 
       1.028408955524e-02       1.979596251897e+05       1.906765616339e+05       1.062034313299e+04       1.356214621828e+04       2.462443763059e+04       1.911223446007e+05 
       1.041211776517e-02       1.972993367381e+05       1.898524160196e+05       1.080035375985e+04       1.348129968423e+04       2.428759064251e+04       1.904574658171e+05 
       1.054018909521e-02       1.966400459451e+05       1.890280190204e+05       1.098487243916e+04       1.338778003752e+04       2.396449860911e+04       1.897934188168e+05 
       1.066830279674e-02       1.959818283888e+05       1.882035525452e+05       1.116827333375e+04       1.327903287782e+04       2.365186081544e+04       1.891301571863e+05 
       1.079645817481e-02       1.953247165435e+05       1.873788988195e+05       1.134539822608e+04       1.315302579426e+04       2.334667033835e+04       1.884675667415e+05 
       1.092465458552e-02       1.946687849145e+05       1.865542932563e+05       1.151160508455e+04       1.300825885984e+04       2.304624513130e+04       1.878056374009e+05 
       1.105289143365e-02       1.940140550271e+05       1.857296320603e+05       1.166271054026e+04       1.284367489671e+04       2.274817715450e+04       1.871442762316e+05 
       1.118116817043e-02       1.933605889702e+05       1.849051046560e+05       1.179508281264e+04       1.265874720457e+04       2.245040261878e+04       1.864834845893e+05 
       1.130948429144e-02       1.927084489483e+05       1.840809296283e+05       1.190551956948e+04       1.245330826361e+04       2.215111860839e+04       1.858232802107e+05 
       1.143783933471e-02       1.920576339676e+05       1.832568948394e+05       1.199135896758e+04       1.222763778669e+04       2.184882351027e+04       1.851635770346e+05 
       1.156623287889e-02       1.914081809746e+05       1.824331064554e+05       1.205041150017e+04       1.198237832909e+04       2.154229996236e+04       1.845043820119e+05 
       1.169466454164e-02       1.907601342106e+05       1.816097038679e+05       1.208091357768e+04       1.171846123608e+04       2.123058158813e+04       1.838457242670e+05 
       1.182313397803e-02       1.901135158085e+05       1.807867118370e+05       1.208161490257e+04       1.143715829466e+04       2.091297324398e+04       1.831876102114e+05 
       1.195164087910e-02       1.894683515733e+05       1.799642110572e+05       1.205166451666e+04       1.113997631326e+04       2.058901427076e+04       1.825300680352e+05 
       1.208018497055e-02       1.888246434281e+05       1.791421038200e+05       1.199059640395e+04       1.082861019035e+04       2.025845148625e+04       1.818730880728e+05 
       1.220876601146e-02       1.881824744413e+05       1.783208452221e+05       1.189843987411e+04       1.050501868442e+04       1.992128939064e+04       1.812168247281e+05 
       1.233738379313e-02       1.875417433357e+05       1.774997867711e+05       1.177553149983e+04       1.017122312610e+04       1.957766180508e+04       1.805611173611e+05 
       1.246603813802e-02       1.869025788687e+05       1.766795943543e+05       1.162251031198e+04       9.829373460137e+03       1.922792258915e+04       1.799062043485e+05 
       1.259472889875e-02       1.862649417477e+05       1.758600255447e+05       1.144042536320e+04       9.481710733739e+03       1.887256310650e+04       1.792520546742e+05 
       1.272345595715e-02       1.856288394750e+05       1.750411429849e+05       1.123051812819e+04       9.130481085532e+03       1.851221083841e+04       1.785987269700e+05 
       1.285221922340e-02       1.849943075741e+05       1.742230613259e+05       1.099442157004e+04       8.777979961814e+03       1.814762905967e+04       1.779463186417e+05 
       1.298101863526e-02       1.843612995538e+05       1.734055837122e+05       1.073387741514e+04       8.426428609918e+03       1.777965414768e+04       1.772948136486e+05 
       1.310985415731e-02       1.837299016107e+05       1.725891049613e+05       1.045088939497e+04       8.078025794116e+03       1.740923740860e+04       1.766444008773e+05 
       1.323872578024e-02       1.831000482547e+05       1.717733084107e+05       1.014765713694e+04       7.734875438857e+03       1.703736318064e+04       1.759950379800e+05 
       1.336763352029e-02       1.824717633236e+05       1.709583706037e+05       9.826422801997e+03       7.398973581575e+03       1.666508320240e+04       1.753468322425e+05 
       1.349657741858e-02       1.818450881226e+05       1.701444455294e+05       9.489659654783e+03       7.072202312501e+03       1.629347761928e+04       1.746999048652e+05 
       1.362555754067e-02       1.812199681319e+05       1.693313175344e+05       9.139857155692e+03       6.756285353598e+03       1.592362698661e+04       1.740542406415e+05 
       1.375457397598e-02       1.805964220610e+05       1.685191105743e+05       8.779586365613e+03       6.452788772893e+03       1.555662072181e+04       1.734099369398e+05 
       1.388362683741e-02       1.799744901997e+05       1.677079421205e+05       8.411396048297e+03       6.163116423227e+03       1.519354076681e+04       1.727671059623e+05 
       1.401271626091e-02       1.793541421851e+05       1.668977974763e+05       8.037937450964e+03       5.888451433339e+03       1.483541585647e+04       1.721257815635e+05 
       1.414184240508e-02       1.787353612327e+05       1.660885928873e+05       7.661707339219e+03       5.629829411621e+03       1.448325711406e+04       1.714859939922e+05 
       1.427100545089e-02       1.781181975837e+05       1.652805264064e+05       7.285240289689e+03       5.388063546488e+03       1.413801706156e+04       1.708478703691e+05 
       1.440020560134e-02       1.775025799556e+05       1.644733972423e+05       6.910965873326e+03       5.163760934197e+03       1.380057199060e+04       1.702113730533e+05 
       1.452944308120e-02       1.768885744855e+05       1.636674628523e+05       6.541237253451e+03       4.957333415017e+03       1.347174487600e+04       1.695766442729e+05 
       1.465871813677e-02       1.762761570242e+05       1.628626689219e+05       6.178284066914e+03       4.768993435921e+03       1.315226873342e+04       1.689437000991e+05 
       1.478803103568e-02       1.756653289599e+05       1.620590164027e+05       5.824204313604e+03       4.598788006424e+03       1.284280886940e+04       1.683125820034e+05 
